Brand,Product,Price,Description,Url
Prolimatech,"
 Genesis Black Series CPU-cooleri, LGA775/115x/1366/2011/AM2(+)/AM3(+)/FM1/FM2
","79,90 
                                        ",,https://jimms.fi/fi/Product/Show/79218/black-series-genesis/prolimatech-genesis-black-series-cpu-cooleri-lga775-115x-1366-2011-am2-am3-fm1-fm2
Raijintek,"
 Zelos Heatpipe CPU-jäähdytin, LGA115x, AM2(+)/AM3(+)/FM1/FM2
","19,90 
                                        ",,https://jimms.fi/fi/Product/Show/93223/0r100003/raijintek-zelos-heatpipe-cpu-jaahdytin-lga115x-am2-am3-fm1-fm2
Scythe,"
 Iori Prosessorijäähdytin, Intel LGA775/115x/1366, AMD AM2(+)/AM3(+)/FM1/FM2(+)/AM4
","29,90 
                                        ",,https://jimms.fi/fi/Product/Show/97079/scior-1000/scythe-iori-prosessorijaahdytin-intel-lga775-115x-1366-amd-am2-am3-fm1-fm2-am4
Deepcool,"
 GAMMAXX GTE -prosessorijäähdytin
","49,90 
                                        ","Näyttävää RGB-valaistua jäähydystä prosessorisi lämpöhuoliin! | 120mm  
                                        ",https://jimms.fi/fi/Product/Show/149711/dp-mch4-gmx-gte/deepcool-gammaxx-gte-prosessorijaahdytin
Prolimatech,"
 Lynx prosessorijäähdytin, LGA1155/1156/AM2(+)/AM3(+)
","29,90 
                                        ",,https://jimms.fi/fi/Product/Show/79221/lynx/prolimatech-lynx-prosessorijaahdytin-lga1155-1156-am2-am3
Prolimatech,"
 Samuel 17 prosessorijäähdytin, LGA 775/1155/1156/1366, AMD AM2/AM2+/AM3
","44,90 
                                        ",,https://jimms.fi/fi/Product/Show/42202/samuel-17/prolimatech-samuel-17-prosessorijaahdytin-lga-775-1155-1156-1366-amd-am2-am2-am3
LC-Power,"
 Cosmo Cool LC-CC-120, LGA 775/115x / AMD AMx/FMx
","29,00 
                                        ","Cosmo Cool LC-CC-120, jäähdytin 120mm lämpöohjatulla PWM-tuulettimella,  LGA 775/1155/1156 / AMD AM2/AM3(+)  
                                        ",https://jimms.fi/fi/Product/Show/106975/lc-cc-120/lc-power-cosmo-cool-lc-cc-120-lga-775-115x-amd-amx-fmx
Cryorig,"
 Prosessorijäähdytin H5 Ultimate, LGA2011(-3)/1366/115x/775, AM3(+)/2(+), FM1/2(+)
","54,90 
                                        ",,https://jimms.fi/fi/Product/Show/115816/cr-h5b/cryorig-prosessorijaahdytin-h5-ultimate-lga2011-3-1366-115x-775-am3-2-fm1-2
SilverStone,"
 Argon SST-AR11 proseossrijäähdytin
","33,90 
                                        ","92mm | Intel LGA1150/1151/1155/1156  
                                        ",https://jimms.fi/fi/Product/Show/140652/sst-ar11/silverstone-argon-sst-ar11-proseossrijaahdytin
EK-Waterblocks,"
 EK-M.2 NVMe jäähdytyssiili, punainen
","14,50 
                                        ",,https://jimms.fi/fi/Product/Show/141801/3830046991751/ek-waterblocks-ek-m-2-nvme-jaahdytyssiili-punainen
Phanteks,"
 PH-TC14S CPU Cooler - Musta
","79,00 
                                        ",,https://jimms.fi/fi/Product/Show/109593/ph-tc14s/phanteks-ph-tc14s-cpu-cooler-musta
SilentiumPC,"
 Grandis 2 XE1436 -prosessorijäähdytin
","51,90 
                                        ","Intel LGA775/115x/1366/2011(-3), AMD AM2(+)/AM3(+)/FM1/FM2(+)  
                                        ",https://jimms.fi/fi/Product/Show/124302/spc154/silentiumpc-grandis-2-xe1436-prosessorijaahdytin
Intel,"
 HTS 1155LP -jäähdytysratkaisu ohuille Mini-ITX emolevyille, LGA1155
","34,90 
                                        ",,https://jimms.fi/fi/Product/Show/75219/bxhts1155lp/intel-hts-1155lp-jaahdytysratkaisu-ohuille-mini-itx-emolevyille-lga1155
Noctua,"
 NH-U14S DX-3647 -prosessorijäähdytin
","89,90 
                                        ","Intel LGA3647 viileäksi Noctuan avulla!  
                                        ",https://jimms.fi/fi/Product/Show/143228/nh-u14s-dx-3647/noctua-nh-u14s-dx-3647-prosessorijaahdytin
Raijintek,"
 Aidos Heatpipe CPU-jäähdytin, LGA775/115x/1366/2011, AM2(+)/AM3(+)/FM1/FM2
","21,90 
                                        ",,https://jimms.fi/fi/Product/Show/90275/0p105246/raijintek-aidos-heatpipe-cpu-jaahdytin-lga775-115x-1366-2011-am2-am3-fm1-fm2
Raijintek,"
 Pallas Heatpipe CPU-jäähdytin, LGA775/115x/1366/2011, AM2(+)/AM3(+)/FM1/FM2
","49,90 
                                        ",,https://jimms.fi/fi/Product/Show/93221/0r100004/raijintek-pallas-heatpipe-cpu-jaahdytin-lga775-115x-1366-2011-am2-am3-fm1-fm2
Noctua,"
 NH-D9 DX-3647 4U -prosessorijäähdytin
","89,90 
                                        ","Intel LGA3647 viileäksi Noctuan avulla!  
                                        ",https://jimms.fi/fi/Product/Show/143230/nh-d9-dx-3647-4u/noctua-nh-d9-dx-3647-4u-prosessorijaahdytin
Antec,"
 C40 92mm -prosessorijäähdytin
","31,90 
                                        ",,https://jimms.fi/fi/Product/Show/131116/0-761345-10929-1/antec-c40-92mm-prosessorijaahdytin
Raijintek,"
 AIDOS Black -prosessorijäähdytin
","22,90 
                                        ","Pidä suorittimesi lämmöt kurissa Raijintekin avulla! | 92mm  
                                        ",https://jimms.fi/fi/Product/Show/140446/0r100009/raijintek-aidos-black-prosessorijaahdytin
Enzotech,"
 Memory Ramsink BMR-C1L (BCC9-LE), musta
","23,90 
                                        ",,https://jimms.fi/fi/Product/Show/142680/bcc9-le/enzotech-memory-ramsink-bmr-c1l-bcc9-le-musta
Noctua,"
 NH-U9DX i4 -prosessorijäähdytin
","63,90 
                                        ","Intel LGA2011/2011-3/LGA1356/1366  
                                        ",https://jimms.fi/fi/Product/Show/117841/nh-u9dx-i4/noctua-nh-u9dx-i4-prosessorijaahdytin
N/A,"
 Dynatron K129 1U jäähdytyssiili, LGA1155/1156
","49,90 
                                        ",,https://jimms.fi/fi/Product/Show/77015/k129/n-a-dynatron-k129-1u-jaahdytyssiili-lga1155-1156
Noctua,"
 NH-D9DX i4 3U -prosessorijäähdytin
","61,90 
                                        ","Intel LGA2011/2011-3/LGA1356/1366  
                                        ",https://jimms.fi/fi/Product/Show/121398/nh-d9dx-i4-3u/noctua-nh-d9dx-i4-3u-prosessorijaahdytin
Deepcool,"
 GAMMAXX 300 -prosessorijäähdytin
","24,90 
                                        ","Intel LGA 775/115x/1366 | AMD FM1/FM2(+)/AM2(+)/AM3(+)/AM4  
                                        ",https://jimms.fi/fi/Product/Show/128204/gammaxx-300/deepcool-gammaxx-300-prosessorijaahdytin
Cryorig,"
 Prosessorijäähdytin H5 Universal, LGA2011(-3)/1366/115x/775, AM3(+)/2(+), FM1/2(+)
","54,90 
                                        ",,https://jimms.fi/fi/Product/Show/115815/cr-h5a/cryorig-prosessorijaahdytin-h5-universal-lga2011-3-1366-115x-775-am3-2-fm1-2
SilverStone,"
 NT06-PRO-V2 Nitrogon 120mm PWM jäähdytyssiili, LGA 775/115x/1366/2011/2066/FM2/FM1/AM3/AM2
","59,00 
                                        ",,https://jimms.fi/fi/Product/Show/130710/sst-nt06-pro-v2/silverstone-nt06-pro-v2-nitrogon-120mm-pwm-jaahdytyssiili-lga-775-115x-1366-2011-2066-fm2-fm1-am3-am2
Inter-Tech,"
 Dynatron B-14, CPU-cooleri
","69,90 
                                        ","LGA3647 (Square) -kannan suoritin viileäksi! | 1 x 80mm  
                                        ",https://jimms.fi/fi/Product/Show/162451/88885447/inter-tech-dynatron-b-14-cpu-cooleri
Prolimatech,"
 Megahalems Rev. C prosessorijäähdytin, LGA775/155/1156/1366/2011/AM2(+)/AM3(+)/FM1/FM2
","64,90 
                                        ",,https://jimms.fi/fi/Product/Show/79217/megahalems-rev-c/prolimatech-megahalems-rev-c-prosessorijaahdytin-lga775-155-1156-1366-2011-am2-am3-fm1-fm2
Raijintek,"
 Themis Evo Heatpipe CPU-jäähdytin, LGA775/115x/1366/2011, AM2(+)/AM3(+)/FM1/FM2(+)
","42,90 
                                        ",,https://jimms.fi/fi/Product/Show/98058/0p105245/raijintek-themis-evo-heatpipe-cpu-jaahdytin-lga775-115x-1366-2011-am2-am3-fm1-fm2
Akasa,"
 Alumiininen Socket A/370 -jäähdytin
","10,90 
                                        ","Kustannustehokasta jäähdytystä Legacy-suorittimille!  
                                        ",https://jimms.fi/fi/Product/Show/154841/ak-cc1105es01/akasa-alumiininen-socket-a-370-jaahdytin
Zalman,"
 CNPS17X -prosessorijäähdytin
","65,90 
                                        ","Näyttävää ja suorituskykyistä jäähdytystä suorittimesi lämpöpulmiin! | 1 x 140mm  
                                        ",https://jimms.fi/fi/Product/Show/158431/cnps17x/zalman-cnps17x-prosessorijaahdytin
Prolimatech,"
 Megahalems Black Series prosessorijäähdytin, LGA775/1155/1156/1366/2011
","74,90 
                                        ",,https://jimms.fi/fi/Product/Show/79216/black-series-megahalems/prolimatech-megahalems-black-series-prosessorijaahdytin-lga775-1155-1156-1366-2011
Alphacool,"
 Eisblock HDX-3 PCI-e 3.0 x4 -sovitin M.2 NGFF, jossa vesijäähdysblokki, musta
","84,90 
                                        ",,https://jimms.fi/fi/Product/Show/132507/at1013796/alphacool-eisblock-hdx-3-pci-e-3_0-x4-sovitin-m-2-ngff-jossa-vesijaahdysblokki-musta
ARCTIC,"
 Freezer i30 CPU-cooleri, 1155/1156/2011
","34,90 
                                        ",,https://jimms.fi/fi/Product/Show/73515/ucaco-fi30001-gb/arctic-freezer-i30-cpu-cooleri-1155-1156-2011
Raijintek,"
 TISIS Core Edition -prosessorijäähdytin, musta
","64,90 
                                        ","Pidä suorittimesi lämmöt kurissa Raijintekin avulla! | Ei sis. tuulettimia  
                                        ",https://jimms.fi/fi/Product/Show/140448/0r100017/raijintek-tisis-core-edition-prosessorijaahdytin-musta
SilverStone,"
 NT07-AM2, Low Profile prosessorijäähdytin, AM2
","19,90 
                                        ",,https://jimms.fi/fi/Product/Show/41076/sst-nt07-am2/silverstone-nt07-am2-low-profile-prosessorijaahdytin-am2
SilverStone,"
 Argon SST-AR05 Low-Profile CPU-jäähdytin 92mm tuulettimella (LGA115X/AM2/AM3/FMx)
","36,90 
                                        ",,https://jimms.fi/fi/Product/Show/107572/sst-ar05/silverstone-argon-sst-ar05-low-profile-cpu-jaahdytin-92mm-tuulettimella-lga115x-am2-am3-fmx
Phanteks,"
 PH-TC12LS CPU Cooler - Musta
","59,00 
                                        ",,https://jimms.fi/fi/Product/Show/109594/ph-tc12ls/phanteks-ph-tc12ls-cpu-cooler-musta
Cryorig,"
 Prosessorijäähdytin M9I, LGA115x
","34,90 
                                        ",,https://jimms.fi/fi/Product/Show/115822/cr-m9i/cryorig-prosessorijaahdytin-m9i-lga115x
Antec,"
 C400 120mm -prosessorijäähdytin
","35,90 
                                        ","Jäähdytyksen eliittiä!  
                                        ",https://jimms.fi/fi/Product/Show/131118/0-761345-10920-8/antec-c400-120mm-prosessorijaahdytin
Phanteks,"
 PH-TC90LS Low-Profile CPU Cooler - Valkoinen
","39,90 
                                        ",,https://jimms.fi/fi/Product/Show/78461/ph-tc90ls/phanteks-ph-tc90ls-low-profile-cpu-cooler-valkoinen
Raijintek,"
 JUNO X -prosessorijäähdytin, musta/vihreä
","19,90 
                                        ","Pidä suorittimesi lämmöt kurissa Raijintekin avulla! | 92mm  
                                        ",https://jimms.fi/fi/Product/Show/140442/0r100058/raijintek-juno-x-prosessorijaahdytin-musta-vihrea
Raijintek,"
 LETO -prosessorijäähdytin, musta/valkoinen
","31,90 
                                        ","Pidä suorittimesi lämmöt kurissa Raijintekin avulla! | 120mm  
                                        ",https://jimms.fi/fi/Product/Show/140437/0r100061/raijintek-leto-prosessorijaahdytin-musta-valkoinen
Prolimatech,"
 Megahalems Blue Series prosessorijäähdytin, LGA775/1155/1156/1366/2011
","74,90 
                                        ",,https://jimms.fi/fi/Product/Show/79214/blue-series-megahalems/prolimatech-megahalems-blue-series-prosessorijaahdytin-lga775-1155-1156-1366-2011
Alpenföhn,"
 Matterhorn Pure Edition -prosessorijäähdytin
","36,90 
                                        ","Pidä suorittimesi lämmöt aisoissa Alpenföhnin avustuksella! | 120mm  
                                        ",https://jimms.fi/fi/Product/Show/144871/84000000079/alpenfohn-matterhorn-pure-edition-prosessorijaahdytin
Raijintek,"
 Tisis Heatpipe CPU-jäähdytin, LGA775/115x/1366/2011, AM2(+)/AM3(+)/FM1/FM2(+)
","64,00 
                                        ",,https://jimms.fi/fi/Product/Show/97090/0r100001/raijintek-tisis-heatpipe-cpu-jaahdytin-lga775-115x-1366-2011-am2-am3-fm1-fm2
Aqua Computer,"
 Passiivinen jäähdytyssiili, poweradjust 3, musta
","10,90 
                                        ","Pidä kontrollerisi lämmöt kurissa!  
                                        ",https://jimms.fi/fi/Product/Show/152870/ac-53181/aqua-computer-passiivinen-jaahdytyssiili-poweradjust-3-musta
Raijintek,"
 EreBoss Heatpipe CPU-jäähdytin, LGA775/115x/1366/2011, AM2(+)/AM3(+)/FM1/FM2
","39,90 
                                        ",,https://jimms.fi/fi/Product/Show/90276/0p105250/raijintek-ereboss-heatpipe-cpu-jaahdytin-lga775-115x-1366-2011-am2-am3-fm1-fm2
Cryorig,"
 Prosessorijäähdytin M9A, AM2(+)/3(+), FM1/2(+)
","34,90 
                                        ",,https://jimms.fi/fi/Product/Show/115821/cr-m9a/cryorig-prosessorijaahdytin-m9a-am2-3-fm1-2
Raijintek,"
 THEMIS Black -prosessorijäähdytin
","29,90 
                                        ","Pidä suorittimesi lämmöt kurissa Raijintekin avulla! | 120mm  
                                        ",https://jimms.fi/fi/Product/Show/140447/0r100010/raijintek-themis-black-prosessorijaahdytin
SilverStone,"
 AR07-V2 Argon 140mm PWM jäähdytyssiili, LGA 775/115x/1366/2011/2066/FM2/FM1/AM3/AM2
","45,00 
                                        ",,https://jimms.fi/fi/Product/Show/130699/sst-ar07-v2/silverstone-ar07-v2-argon-140mm-pwm-jaahdytyssiili-lga-775-115x-1366-2011-2066-fm2-fm1-am3-am2
EK-Waterblocks,"
 EK-M.2 NVMe jäähdytyssiili, violetti
","14,50 
                                        ",,https://jimms.fi/fi/Product/Show/141798/3830046994745/ek-waterblocks-ek-m-2-nvme-jaahdytyssiili-violetti
Aqua Computer,"
 Passiivinen jäähdytyssiili, poweradjust 3, punainen
","10,90 
                                        ","Pidä kontrollerisi lämmöt kurissa!  
                                        ",https://jimms.fi/fi/Product/Show/152868/ac-53180/aqua-computer-passiivinen-jaahdytyssiili-poweradjust-3-punainen
Raijintek,"
 Themis Heatpipe CPU-jäähdytin, LGA775/115x/1366/2011, AM2(+)/AM3(+)/FM1/FM2
","32,90 
                                        ",,https://jimms.fi/fi/Product/Show/90277/0p105255/raijintek-themis-heatpipe-cpu-jaahdytin-lga775-115x-1366-2011-am2-am3-fm1-fm2
EK-Waterblocks,"
 EK-M.2 NVMe jäähdytyssiili, vihreä
","14,50 
                                        ",,https://jimms.fi/fi/Product/Show/141799/3830046994752/ek-waterblocks-ek-m-2-nvme-jaahdytyssiili-vihrea
SilverStone,"
 AR01-V2 Argon 120mm PWM jäähdytyssiili, LGA 775/115x/1366/2011/2066/FM2/FM1/AM4/AM3/AM2
","34,00 
                                        ",,https://jimms.fi/fi/Product/Show/130694/sst-ar01-v2/silverstone-ar01-v2-argon-120mm-pwm-jaahdytyssiili-lga-775-115x-1366-2011-2066-fm2-fm1-am4-am3-am2
N/A,"
 Dynatron K199 1U jäähdytyssiili, LGA1155/1156
","49,90 
                                        ",,https://jimms.fi/fi/Product/Show/77016/k199/n-a-dynatron-k199-1u-jaahdytyssiili-lga1155-1156
SuperMicro,"
 4U Active CPU Heat Sink, CPU-cooleri
","69,90 
                                        ","AMD EPYC 7000/7002 -sarjojen prosessorit viileäksi SuperMicron avulla! | 1 x 92mm  
                                        ",https://jimms.fi/fi/Product/Show/160428/snk-p0064ap4/supermicro-4u-active-cpu-heat-sink-cpu-cooleri
SilverStone,"
 AR03-V2 Argon 120mm PWM jäähdytyssiili, LGA 775/115x/1366/2011/2066//FM2/FM1/AM3/AM2
","52,00 
                                        ",,https://jimms.fi/fi/Product/Show/130696/sst-ar03-v2/silverstone-ar03-v2-argon-120mm-pwm-jaahdytyssiili-lga-775-115x-1366-2011-2066-fm2-fm1-am3-am2
Alphacool,"
 Eisblock HDX-2 PCI-e 3.0 x4 -sovitin M.2 NGFF, jossa passiivinen jäähdysblokki, musta
","41,90 
                                        ",,https://jimms.fi/fi/Product/Show/132506/at1013799/alphacool-eisblock-hdx-2-pci-e-3_0-x4-sovitin-m-2-ngff-jossa-passiivinen-jaahdysblokki-musta
EK-Waterblocks,"
 EK-M.2 NVMe jäähdytyssiili, sininen
","14,50 
                                        ",,https://jimms.fi/fi/Product/Show/141800/3830046991775/ek-waterblocks-ek-m-2-nvme-jaahdytyssiili-sininen
SilverStone,"
 AR08-V2 Argon 92mm PWM jäähdytyssiili, LGA 775/115x/1366/2011/2066/FM2/FM1/AM3/AM2
","38,00 
                                        ",,https://jimms.fi/fi/Product/Show/130709/sst-ar08-v2/silverstone-ar08-v2-argon-92mm-pwm-jaahdytyssiili-lga-775-115x-1366-2011-2066-fm2-fm1-am3-am2
Prolimatech,"
 Basic 81 prosessorijäähdytin, LGA115x/2011
","37,90 
                                        ",,https://jimms.fi/fi/Product/Show/104111/cppt-030/prolimatech-basic-81-prosessorijaahdytin-lga115x-2011
SilverStone,"
 Argon SST-AR08 CPU-jäähdytin 92mm tuulettimella (LGA775/115X/1366/2011/2066, AM2/AM3/FM1/FM2)
","36,90 
                                        ",,https://jimms.fi/fi/Product/Show/118623/sst-ar08/silverstone-argon-sst-ar08-cpu-jaahdytin-92mm-tuulettimella-lga775-115x-1366-2011-2066-am2-am3-fm1-fm2
SilverStone,"
 AR02-V2 Argon 92mm PWM jäähdytyssiili, LGA 775/115x/1366/2011/2066/FM2/FM1/AM3/AM2
","33,00 
                                        ",,https://jimms.fi/fi/Product/Show/130695/sst-ar02-v2/silverstone-ar02-v2-argon-92mm-pwm-jaahdytyssiili-lga-775-115x-1366-2011-2066-fm2-fm1-am3-am2
